Program,Course_Code,Total_no_of_Cheld,Total_absences,first_term,mid_term,final,Total_grade
BCSE,EEN 184,,,,,,
BATHM,THM 161,40,4,B+,B,B,B-
BCSE,EEN 183,38,0,A,D+,A,B
BCSE,EEN 184,14,2,,B-,A,
BSME,ENG 250,43,10,A,B,A,A
BCSE,EEN 183,38,0,A,B-,A,B
BSME,MEC 231,40,2,B,B-,B+,A
BCSE,EEN 184,14,0,,B+,A,
BSEEE,EEN 265,47,1,C,D+,C+,C
BSME,MAT 237,37,2,B+,A,A,B-
BSME,MEC 231,40,4,B,F,B-,C
BSN,BIO 101,42,41,F,F,F,F
BSME,MEC 237,22,0,B,B,B+,C+
BSEEE,EEN 265,47,4,C+,F,C-,D+
BSME,MEC 238,,,,,,
BSME,MAT 237,37,2,C,A,A,B
BCSE,MAT 147,35,0,A,A,B+,A
BSCE,ECO 101,35,14,D,A,C,D+
BSME,MEC 237,22,2,B,B,B+,B-
BSME,MEC 238,,,,,,
BSN,MAT 147,35,34,F,F,F,F
BSME,ENG 250,43,13,C+,C+,B-,B-
BSME,MEC 285,22,5,C+,B-,B-,B-
BCSE,EEN 183,38,1,A,B-,B,A
BSME,CHM 117,34,14,D+,C-,B-,B-
BSCE,PHY 111,35,3,A,A,A,A
BSCE,PHY 112,,,B+,,,B+
BSCE,PHY 111,35,7,A,A,A,B
BSME,CHM 118,16,2,A,A,A,A
BSME,MEC 263,43,2,A,A,B+,C+
BCSE,EEN 183,41,8,B,C-,B-,C+
BSME,MEC 264,16,0,,A,A,
BATHM,BUS 101,34,1,D,F,D+,D
BATHM,MAT 147,36,2,C-,F,C-,C-
BBA,FIN 301,43,16,B,D+,B-,B+
BBA,MGT 401,36,14,C-,F,C-,C+
BCSE,EEN 183,38,2,A,A,A,B
BCSE,EEN 184,,,,,,
BBA,BUS 203,42,14,B,C-,B,B
BSCE,ART 103,16,4,B-,A,B,B+
BSCE,ENG 101,32,1,A,B+,A,A
BSCE,CSC 103,37,2,A,A,A,A
BSCE,CSC 104,,,,,,
BSCE,ART 102,13,0,A,A,A,A
BSCE,ART 204,30,8,A,A,A,B
BBA,MKT 301,39,15,F,B-,B-,B+
BBA,ENG 102,36,34,F,D,F,F
BSME,MSE 177,20,0,C,B-,B,C+
BSME,MSE 178,,,,,,
BCSE,EEN 183,42,17,C+,A,C+,D+
BSME,ENG 102,43,22,D+,C+,C,C-
BCSE,EEN 184,,,,,,
BSME,MAT 147,36,28,C,F,D,D+
BSME,PHI 114,38,23,D,F,C,B-
BATHM,ENG 102,39,14,B,B,B,C
BBA,ENG 101,54,12,C-,D,C-,D
BCSE,EEN 184,,,,,,
BSME,CSC 183,42,0,B,B-,B-,B-
BCSE,EEN 184,,,,,,
BCSE,EEN 184,14,0,,A,A,
BCSE,EEN 184,14,0,,B,A,
BSCE,PHY 111,35,1,A,A,A,A
BSCE,PHY 112,,,B+,,,B+
BSCE,PHY 111,35,2,A,A,A,B
BSCE,PHY 112,,,B+,,,B+
BCSE,EEN 183,38,1,A,B+,A,B+
BSCE,PHY 111,35,9,B,B,B,B
BSCE,PHY 112,,,B+,,,B-
BSCE,PHY 111,35,7,B+,B+,B+,B
BCSE,CSC 183,39,7,C+,B+,B,B-
BSCE,PHY 111,35,0,A,A,A,A
BSCE,PHY 111,35,5,B+,A,A,B
BSME,CSC 184,,,,,,
BSCE,PHY 112,,,B+,,,B
BSCE,PHY 111,35,0,A,A,A,A
BSCE,PHY 112,,,B+,,,B+
BSME,CSC 183,37,13,F,D,C-,B-
BSEEE,CSC 183,42,4,C-,F,D,B-
BSCE,PHY 111,35,24,B+,B+,B,B
BSCE,PHY 112,,,B-,,,B-
BATHM,ACC 101,37,13,F,F,D,C-
BSCE,PHY 111,35,2,B+,B+,B+,B
BSCE,PHY 112,,,B+,,,B+
BATHM,MAT 147,37,6,D+,A,D,F
BCSE,CSC 184,,,,,,
BSME,EEN 184,,,,,,
BSCE,PHY 111,35,5,B+,B+,B+,B
BSEEE,CSC 183,39,16,C+,C,C+,C+
BSME,CSC 183,42,4,C,C,C+,B+
BSME,MEC 285,22,11,B-,C,C,B-
BATHM,ECO 101,33,12,F,C,C-,C-
BSME,MAT 237,37,7,C-,A,B-,B-
BSME,MEC 267,41,3,B+,A,A,B-
BSME,MEC 268,,,,,,
BSME,MEC 237,20,1,B+,B+,B+,B-
BSME,PSY 105,33,3,B-,B-,A,A
BSEEE,CSC 184,,,,,,
BSCE,ENG 203,44,20,B-,B-,B-,B-
BCSE,CHM 117,34,0,B,A,A,A
BATHM,ECO 101,33,6,D,B-,C,D
BBA,MAT 107,47,25,F,F,F,F
BCSE,CSC 184,,,,,,
BCSE,ENG 102,35,0,B-,A,A,A
BCSE,EEN 183,31,0,D,A,B-,D+
BSCE,CSC 184,,,,,,
BCSE,STA 240,36,2,C+,F,B-,B
BCSE,CHM 118,12,0,B,B+,B,B
BCSE,ENG 102,37,6,D+,B-,C+,B-
BAEcon,ECO 490,,,,,B+,
BAEcon,ECO 490,,,,,B+,
BSAg,ART 203,16,0,B+,B,A,A
BCSE,CSC 183,39,10,C+,B-,B,C+
BCSE,EEN 183,42,20,B-,F,F,C-
BBA,PHY 109,36,0,A,A,B+,B-
BCSE,EEN 184,,,,,,
BAEcon,ECO 490,,,,,A,
BATHM,THM 201,38,2,A,B-,A,A
BCSE,CSC 184,,,,,,
BATHM,THM 241,44,1,B+,A,A,A
BATHM,THM 233,24,0,A,B+,A,A
BAEcon,ECO 490,,,,,A,
BATHM,THM 331,32,1,B+,A,A,B+
BATHM,THM 234,18,0,,,F,A
BAEcon,ECO 490,,,,,A,
BCSE,EEN 183,38,4,A,A,B-,B-
BCSE,EEN 184,,,,,,
BSME,CHM 118,14,2,A,B,A,A
BSCE,CEN 267,47,6,B-,A,A,B+
BCSE,CSC 471,35,3,B,B+,B+,B+
BCSE,CHM 118,16,2,B,B+,A,A
BCSE,EEN 183,38,0,A,A,A,A
BCSE,ART 202,16,0,A,A,A,B+
BCSE,EEN 183,38,3,A,B,B+,B+
BCSE,EEN 184,,,,,,
BAEcon,ECO 490,,,,,A,
BATHM,THM 331,32,11,B+,A,B+,B
BBA,FIN 301,43,9,D+,C,C-,C-
BCSE,CSC 183,35,20,D+,B-,C-,D+
BBA,POP 301,37,5,B-,B,B-,D+
BBA,ACC 300,25,6,B-,C,C,B-
BCSE,CSC 184,,,,,,
BCSE,EEN 183,31,6,F,A,C,D
BSME,MEC 204,,,,,,
BSME,CHM 117,34,6,B+,B-,A,A
BCSE,CSC 384,,,,,,
BCSE,EEN 184,,,,,,
BATHM,THM 351,37,3,C-,C+,C+,C-
BATHM,CHM 116,,,,,,
BSME,EEN 183,31,10,F,C+,C-,D+
BCSE,EEN 183,38,19,B+,B-,C-,C
BCSE,EEN 184,,,,,,
BATHM,THM 241,44,2,B-,B-,B,B
BATHM,THM 233,24,3,A,A,A,A
BATHM,THM 234,18,0,,,F,A
BCSE,EEN 183,38,1,A,B-,A,B+
BSCE,ENG 203,44,2,B-,B-,B,B-
BCSE,EEN 184,,,,,,
BSCE,PHY 111,35,11,B+,B+,B+,B
BATHM,THM 201,38,3,B-,F,B,A
BSME,STA 240,38,33,F,F,F,F
BCSE,EEN 183,38,0,A,B,A,B
BCSE,EEN 184,,,,,,
BSAg,AGR 101,48,15,B-,B,B,B+
BSCE,PHY 112,,,B,,,B
BCSE,EEN 183,50,2,B+,A,B+,C+
BSME,MEC 348,16,8,,B+,C,
BSME,MEC 338,20,2,,B,B+,
BSME,MAT 197,42,13,B,B-,B,B-
BSCE,CEN 377,38,0,B,C+,B,D+
BSME,EEN 183,41,16,C+,C,C,C+
BSME,EEN 184,,,,,,
BCSE,CHM 118,16,2,,,,
BSME,PHY 112,,,A,,,A
BCSE,ENG 102,35,2,C-,B-,B-,C+
BSME,MAT 197,42,15,B-,F,C,B-
BSCE,ART 203,13,5,B-,B-,B,A
BATHM,THM 331,32,3,D+,B,B,A
BSME,PSY 105,44,21,C+,B,C+,C+
BATHM,THM 302,35,5,B+,A,A,B+
BSCE,CEN 487,26,0,B,B+,B+,B+
BSCE,ECO 101,33,0,C+,B,B-,D
BSME,MEC 257,56,4,B-,A,B+,B+
BSME,MEC 258,,,,,,
BSME,MEC 271,32,13,B-,B-,C+,B-
BSME,PSY 105,42,20,B-,A,C,B-
BAEcon,ENV 101,16,4,B-,A,A,A
BAEcon,ECO 490,,,,,B+,
BSME,MAT 237,37,22,F,A,D,F
BSME,EEN 265,33,21,F,F,F,F
BSME,ENG 250,35,2,A,A,A,A
BSME,PSY 105,33,19,C+,C+,B-,C
BSME,EEN 266,,,,,,
BSME,MEC 392,16,0,,B-,B,
BBA,ART 202,14,1,D+,C,C,B-
BAEcon,ECO 404,33,5,B-,D+,C+,D+
BSCE,EEN 183,51,0,A,C,B,B-
BSCE,EEN 184,,,,,,
BCSE,CSC 183,39,16,C-,B+,C+,D+
BAEcon,CSC 103,42,10,B,C,B-,C
BCSE,CSC 184,,,,,,
BSME,PSY 105,33,5,A,A,A,A
BCSE,CSC 183,39,1,A,B+,A,A
BCSE,CSC 184,,,,,,
BSME,PSY 105,33,2,A,A,A,A
BCSE,ENG 102,35,1,B,A,B+,A
BSME,PSY 105,33,15,B+,A,B+,A
BSME,PHI 114,35,3,A,B-,A,A
BSME,PSY 105,33,2,B,A,B+,B+
BCSE,ENG 101,44,8,B-,B,B,B
BCSE,CSC 103,35,9,C+,A,B-,C
BCSE,CSC 104,,,,,,
BCSE,ART 102,15,5,A,A,A,A
BCSE,ART 204,27,7,C,C,C-,F
BSME,PSY 105,42,6,B,B,B+,B+
BSME,PSY 105,33,0,A,A,A,A
BATHM,THM 161,40,3,B+,A,A,B
BSEEE,ENG 102,38,5,C,C-,C,F
BCSE,CSC 183,39,16,C,B-,B-,B-
BCSE,CSC 184,,,,,,
BCSE,CSC 183,39,2,B,B-,B+,B
BSCE,CSC 183,42,9,F,D,F,C
BCSE,CSC 184,,,,,,
BAEcon,BUS 101,34,8,D+,B,C,D+
BCSE,CSC 471,37,1,B+,A,A,A
BSCE,CEN 327,46,13,B-,D,C+,C+
BCSE,ENG 101,44,35,F,F,F,F
BCSE,CSC 103,35,26,F,F,F,C
BCSE,CSC 104,,,,,,
BCSE,ART 102,15,10,I,F,F,B+
BCSE,ART 204,27,27,F,F,F,F
BSCE,CEN 343,37,12,B,B-,B+,B+
BSME,ART 203,18,0,A,A,A,A
BCSE,ENG 101,44,11,C,C+,C+,C-
BCSE,CSC 103,35,8,C+,A,B-,C+
BCSE,CSC 104,,,,,,
BCSE,ART 102,15,5,A,A,A,A
BCSE,ART 204,27,6,B-,D,D+,C-
BSAg,ART 203,16,0,B-,B,B-,D
BAEcon,ECO 304,39,28,F,C,F,D+
BSME,PSY 105,33,10,B-,A,B+,A
BSME,PHI 114,35,9,B+,A,A,B+
BSEEE,ENG 101,44,20,C-,D+,D+,D+
BSEEE,CSC 103,35,23,F,A,C-,F
BSEEE,CSC 104,,,,,,
BSEEE,ART 102,15,13,A,A,B+,B
BSEEE,ART 204,27,22,F,F,F,D
BSME,PSY 105,42,1,B,A,A,B
BSEEE,EEN 455,37,4,B+,B-,B+,A
BSME,PSY 105,42,2,A,A,A,A
BSME,PSY 105,33,11,B-,B-,B,B+
BSME,PSY 105,42,6,A,A,A,A
BSME,PSY 105,42,5,A,A,A,A
BSME,CHM 118,16,6,,,,
BSME,PSY 105,33,13,B,A,B,B
BSME,PSY 105,33,8,B,A,B+,B
BSEEE,PHY 111,35,0,A,A,A,A
BSEEE,PHY 112,,,B+,,,B+
BSME,PHI 114,38,5,C,B+,B+,A
BSCE,PHY 111,34,3,B+,D,B,A
BSME,PSY 105,42,1,C,C,B-,C+
BSME,CHM 117,34,10,C,D,B-,B-
BBA,MKT 401,45,2,B+,B+,A,A
BSEEE,PHY 112,,,B+,,,B+
BSME,PSY 105,42,4,C,B,C,C
BSCE,MAT 147,36,17,C+,F,D+,C-
BSCE,CEN 160,23,3,B+,B-,B,B-
BSCE,CHM 117,39,12,D,F,D+,C-
BSCE,CHM 118,,,,,,
BSAg,AGR 321,32,8,C,A,C+,D+
BSAg,AGR 322,,,,,,B-
BCSE,CSC 471,38,1,B-,A,A,A
BATHM,THM 405,38,37,F,F,F,F
BSCE,CEN 372,22,0,,F,B,
BATHM,MAT 147,32,31,F,F,F,F
BBA,MGT 301,46,3,A,B,A,A
BBA,MGT 301,46,0,A,B-,A,B
BSCE,CSC 104,,,,,,
BATHM,ECO 102,37,6,C-,B-,C+,D+
BSCE,ART 102,13,10,F,F,F,F
BBA,MGT 301,46,2,A,D+,B+,D+
BBA,MGT 301,46,2,C+,D+,B+,B
BBA,MGT 301,46,5,C-,B+,B+,B
BBA,MGT 301,46,6,A,C-,A,B-
BSCE,CSC 103,37,28,F,F,F,D+
BATHM,THM 233,24,1,A,B-,A,A
BSCE,ENG 101,32,30,F,F,F,B-
BSEEE,MEC 231,44,4,B,B-,B+,B-
BATHM,ART 202,14,0,B+,A,A,A
BSEEE,ENG 250,43,10,C,B-,B-,A
BSME,PHY 111,35,8,B,B+,B+,B
BSEEE,ART 203,16,0,B,A,A,A
MBA,CIS 505,43,3,B+,A,A,B-
BSEEE,MEC 231,44,7,B-,B+,B-,C-
BSME,MEC 391,42,1,B+,D+,B,B
BATHM,THM 391,33,3,B,A,B,B+
BATHM,THM 301,33,1,B-,B,B,B-
BATHM,ECO 102,37,1,A,A,A,B-
BSEEE,MEC 173,46,14,B,A,A,B+
BSME,CSC 183,42,0,A,A,A,B+
BCSE,PHY 111,34,2,B-,C,B-,B-
BSEEE,EEN 257,35,9,A,C+,A,A
BSAg,BOT 107,43,0,C-,F,C-,D+
BSAg,BOT 108,,,,,,B-
BSME,MEC 237,20,0,A,B-,A,B
BSME,ENG 250,43,6,B,C+,B,B
BSCE,ART 204,30,19,F,F,F,F
BSEEE,ENG 102,38,0,C-,C,C,D+
BSEEE,PHY 111,35,3,B,B+,B+,B
BSEEE,PHY 112,,,B+,,,B+
BSME,MEC 391,42,2,C+,B,B,B-
BSME,MEC 392,16,0,,B,A,
MBA,MKT 505,43,2,B,B+,B,B-
MBA,ACC 504,42,5,B-,B,B,B-
MBA,MKT 501,42,5,B-,C+,B-,B-
BATHM,PHY 109,37,23,B,C,C+,B+
BSEEE,PHY 111,35,2,A,A,A,A
BSAg,SSC 102,,,,,,A
BSEEE,PHY 112,,,B+,,,B+
BATHM,PHY 110,,,,,,C
BATHM,ART 203,16,5,A,B,B-,C-
BSAg,MAT 147,32,2,C,A,C-,F
BSME,EEN 183,31,21,F,F,F,F
BATHM,MAT 147,52,24,C+,B+,C+,C+
BSEEE,ENG 102,48,1,A,B,A,A
BATHM,ENG 250,47,31,B,B-,C+,B
BSCE,CSC 184,,,,,,
BSEEE,ENG 250,43,13,A,C,B-,B-
BSEEE,MEC 453,52,12,C,B+,C-,F
BSME,MAT 197,38,11,D+,B-,C,B-
BSME,EEN 183,31,16,D,D+,D+,F
BSME,MEC 285,22,6,C,C,C+,C-
BATHM,THM 120,20,5,B,,F,B+
BSME,ENG 101,55,46,F,F,F,C-
BSME,MAT 147,36,34,F,F,F,F
BSEEE,MAT 247,37,8,D+,C-,B-,B-
BSEEE,CSC 184,14,2,,C-,C-,
BSME,CSC 104,,,,,,
BSEEE,MAT 247,42,4,B-,B+,B-,C+
BSME,PHI 114,42,1,A,A,A,B+
BBA,MGT 301,46,5,B-,C-,B-,D
BBA,CSC 106,12,2,A,A,A,A
BBA,ART 203,16,0,A,A,A,B
BSME,PHY 111,34,29,F,F,F,F
BSEEE,ENG 250,37,10,D,C,C-,F
BSME,CHM 117,34,13,C+,B-,C+,B-
BSME,CSC 183,37,0,C-,C+,C+,B-
BSEEE,CSC 183,46,46,F,F,F,F
BBA,ACC 101,41,3,B+,F,B-,B-
BBA,POP 301,39,1,C,B+,B-,B+
BBA,BUS 201,31,2,C+,C,B,B+
BSEEE,EEN 346,,,,,,
BATHM,THM 120,20,4,A,,F,A
BATHM,MAT 147,37,8,C+,B,B-,B-
BSAg,BUS 101,34,0,B-,C,C+,C-
BCSE,CSC 455,33,5,B,B-,B,C
BSAg,PHY 110,12,2,B,B+,B+,A
BCSE,MAT 219,17,1,C+,C,B-,C-
BBA,MGT 301,46,1,C-,B-,B,D+
BCSE,CSC 391,35,1,B+,B+,A,A
BATHM,ENG 102,39,9,C,B+,B-,B-
BSME,CSC 184,,,,,,
BSME,MSE 178,,,,,,
BSEEE,ART 202,13,3,A,A,A,A
BSAg,AGR 241,47,0,B+,B,A,B+
BBA,MGT 202,47,9,C+,C-,B-,B
BBA,MGT 403,35,8,F,D,C-,D+
BBA,BUS 301,36,11,B-,B,B,C
BAEcon,ENG 203,44,22,C-,B-,C+,B
BATHM,BUS 101,33,0,B+,A,A,A
BCSE,ART 203,18,18,,F,F,
BCSE,CSC 183,34,26,F,D,F,F
BCSE,CSC 184,,,,,,
BCSE,CSC 103,37,29,F,F,F,F
BCSE,ENG 102,41,16,D,C-,D+,F
BCSE,STA 240,37,18,C,D,C,C+
BCSE,CSC 197,39,27,F,F,F,F
BCSE,ENG 250,43,40,,F,F,
BCSE,CSC 451,35,27,F,F,F,F
BCSE,CSC 455,37,9,C,F,C-,D
BCSE,CSC 197,38,9,D,D+,D+,F
BCSE,CSC 471,36,8,F,B-,C,B
BCSE,CHM 118,,,,,,
BCSE,PHY 111,35,7,A,A,A,A
BCSE,PHY 112,,,A,,,A
BSAg,AGR 412,16,4,C+,,,C+
BSAg,CHM 115,40,2,B+,A,A,B
BSCE,MAT 237,36,17,F,B,D+,F
BSME,ENG 102,39,9,C-,D+,C-,D+
BSME,MEC 490,,,,,A,
BCSE,ART 203,17,1,A,B-,B+,A
BSCE,PHY 111,33,3,C,D,B-,B
BSCE,PHY 112,,,,,,B
BSCE,PHY 111,34,18,B,A,B,B-
BSCE,CEN 160,24,20,,F,F,
BSCE,PHY 111,35,25,F,F,F,C+
BCSE,ENG 101,43,9,C+,B-,B-,C
BCSE,CSC 103,35,17,C,B,C+,D
BCSE,CSC 104,,,,,,
BCSE,ART 102,14,3,B+,A,A,B+
BCSE,ART 204,27,14,F,D,F,F
BSCE,PHY 112,,,B,,,B
BSCE,ENG 102,41,38,F,F,F,C
BSCE,MAT 147,51,35,F,F,F,F
BBA,BUS 201,23,2,B-,C-,B-,C+
BBA,PHI 114,40,1,A,A,B,C
BBA,STA 240,38,4,A,B+,A,A
BSCE,CEN 410,18,0,,F,C,
BSCE,CEN 214,,,,,,A
BSCE,CEN 216,26,1,C+,B-,B+,C
BBA,CSC 103,42,2,A,A,A,B+
BSCE,CEN 267,47,6,C-,A,B-,B+
BSCE,CEN 268,,,,,,
BSCE,CEN 327,45,12,A,C,B,C+
BSCE,CEN 471,46,5,B,C,B,C+
BSCE,MAT 247,35,10,C-,D+,C+,C-
BSME,MAT 197,42,27,D+,D,D+,D
BSME,MEC 231,42,18,C,F,D,F
BAEcon,FIN 301,41,4,C,C-,C,D
BSCE,CEN 213,32,9,B,C+,B-,C-
BSCE,CEN 223,27,12,F,C-,F,D
BSME,MEC 203,56,8,D+,C+,C,D+
BSME,MEC 204,,,,,,
BSME,PHI 114,40,5,C,F,C-,F
BSME,PSY 105,32,11,F,C+,F,B+
BSCE,MAT 167,52,20,C,C+,C,C
BCSE,CSC 197,39,4,D,C,C-,F
BSEEE,EEN 346,,,,,,
BAEcon,ART 203,19,1,B+,B+,B+,B+
BSME,MAT 219,21,6,C+,B+,B-,C+
BSME,CSC 183,34,7,F,F,F,F
BSME,CSC 184,,,,,,
BSME,MEC 231,39,8,B-,F,B-,B+
BSME,MEC 238,,,,,,
BSME,MEC 237,22,3,D+,B-,B-,C+
BSME,MEC 338,,,,,,
BSME,MEC 264,,,,,,
BSME,MEC 264,,,,,,
BSME,MEC 264,,,,,,
BSME,MEC 337,22,22,F,F,F,F
BCSE,ENG 102,36,3,B-,F,C-,C-
BSME,MEC 314,,,,,,
BSCE,ENG 102,36,15,D,B-,D+,D
BATHM,THM 234,18,1,,,F,A
BSCE,CEN 307,35,0,A,B-,A,A
BATHM,ACC 201,43,9,D,C+,B-,C-
BSCE,CEN 401,48,3,B+,A,A,B
BSCE,CEN 347,41,1,A,B+,A,B+
BATHM,THM 301,33,0,A,B+,A,B+
BATHM,THM 201,37,3,B-,B-,B-,F
BATHM,THM 233,24,4,A,A,A,A
BATHM,THM 234,18,2,,,F,A
BATHM,THM 241,44,2,A,A,A,B
BATHM,THM 331,32,5,A,B,B,B-
BBA,ACC 101,36,2,B-,F,C+,C+
BSCE,CEN 208,,,,,,
BCSE,CSC 197,39,6,B-,B-,B+,B
BSAg,AGR 241,47,9,B+,B-,B,B-
BSAg,AGR 351,49,9,A,B,A,B+
BSAg,AGR 352,,,,,,A
BSEEE,PHY 112,,,,,,A
BSME,MEC 263,42,4,B-,B+,B+,B+
BSCE,MAT 219,23,4,B-,C+,D+,C+
BCSE,ART 203,19,7,C-,C-,C+,B
BSCE,CSC 183,37,6,D,C-,D,F
BSME,EEN 265,48,2,B,D,B-,B-
BATHM,THM 161,40,2,B+,B-,B+,B
BSEEE,EEN 455,34,5,B-,C+,B,B
BSME,MEC 264,,,,,,
BSME,MEC 337,25,1,C-,A,B,C-
BSEEE,EEN 432,,,,,,
BSME,MEC 264,,,,,,
BSN,ENG 102,41,2,D+,C,B-,C
BBA,BUS 101,41,3,B+,B,B,C
BSME,MEC 392,16,0,,B,A,
BSCE,CEN 471,45,14,B,B-,B,C
BSCE,CEN 441,42,10,A,B-,B+,B
BSCE,CEN 442,22,6,,D+,C+,
BSME,MSE 178,,,,,,
BSME,CHM 118,,,,,,
BCSE,CSC 451,35,16,F,F,D,F
BSCE,CEN 377,37,19,C+,B+,C+,D
BCSE,PHI 114,40,21,C,D,D,F
BSCE,CEN 327,42,20,B-,B-,C-,B-
BCSE,ART 202,13,6,C+,C+,D,
BSME,ART 203,17,1,B+,A,A,A
BSME,MEC 338,,,,,,
BCSE,CSC 197,39,5,F,F,F,D
BCSE,BUS 201,31,1,C,B-,B-,C
BATHM,ACC 101,36,1,B,F,C+,B
BSN,ENG 102,41,2,C-,B-,B-,C+
BCSE,STA 240,36,4,C-,D+,B-,B-
BSME,ART 103,16,7,F,F,D,B+
BSME,ART 202,17,0,B,B-,B-,B
BSAg,ENG 102,45,0,A,B-,A,A
BSME,MEC 338,,,,,,
BATHM,CHM 115,33,15,C+,C,C+,B
BSCE,CEN 372,20,12,,F,C-,
BSAg,AGR 412,16,0,B-,B,B,A
BSME,PSY 105,38,11,C-,C-,C+,C+
BCSE,PHY 111,33,1,B+,C+,B,B-
BCSE,PHY 112,,,,,,A
BSME,MEC 120,,,,,,
BBA,ACC 101,36,16,B+,F,B,B+
BSME,MEC 120,,,,,,
BSME,MEC 120,,,,,,
BSCE,CEN 223,27,1,A,A,A,A
BBA,BUS 201,31,13,F,D+,D+,D
BBA,MKT 301,38,7,B-,C,A,A
BSME,CHM 117,33,8,B,B-,B+,B+
BSME,CHM 118,14,2,,,,
BSME,MEC 338,16,2,,B+,A,
BSCE,CEN 442,,,,,,
BSME,CSC 184,,,,,,
BCSE,ART 203,17,10,,A,C-,C
BSAg,ENG 250,35,4,B-,D,C,B
BSCE,CEN 341,27,0,C,B,A,B
BAEcon,ACC 300,30,10,C+,B+,F,F
BSCE,CSC 184,,,,,,
BSME,MEC 423,38,7,B,A,B,B+
BAEcon,ECO 404,32,9,C-,B,C+,C+
BAEcon,ECO 483,39,12,B-,B-,B-,C+
BAEcon,ECO 340,33,12,C-,B,C,C+
BBA,ACC 406,39,1,B-,B-,B,B-
BSCE,CEN 213,31,6,B+,F,B,B+
BBA,ACC 406,39,0,A,A,A,A
BSME,MEC 392,16,0,,B-,A,
BCSE,CSC 471,42,6,B-,A,B,B-
BSME,EEN 266,16,0,,A,A,
BSME,MEC 392,16,0,,A,A,
BSME,ECO 101,35,1,B,A,B+,B
BSME,CHM 118,20,0,B-,B+,A,A
BCSE,PHY 111,34,18,B,B+,B,B-
BAEcon,BUS 101,33,19,F,F,F,F
BCSE,PHY 112,,,A,,,B+
BSCE,CEN 471,45,1,B,B+,A,B+
BCSE,STA 240,38,24,A,A,B,A
BSME,MEC 392,16,0,,B,A,
BSME,ART 203,15,1,B+,A,A,A
BSCE,CEN 214,,,,,,
BAEcon,ENV 101,16,6,B-,C-,B-,A
BSME,MEC 392,16,0,,C+,B+,
BSEEE,EEN 275,43,3,B-,A,A,A
BSAg,ENG 102,38,19,D+,C,F,F
BAEcon,CHM 115,33,8,A,B-,A,B
BSEEE,EEN 275,43,3,B+,A,A,A
BATHM,BUS 101,33,0,A,A,A,A
BSME,CHM 117,39,2,C-,C,B,C+
BBA,HRM 301,24,3,B-,A,B-,C-
BBA,PHI 114,39,6,A,A,A,A
BSME,EEN 266,16,2,,B,A,
BBA,ECO 102,37,6,B+,A,A,A
BSME,CHM 118,16,0,A,A,A,B+
BSME,MEC 264,16,6,,A,B,
BSEEE,STA 240,36,22,B+,F,C+,B
BSEEE,ART 202,16,4,A,B+,B+,A
BBA,BUS 101,33,4,F,F,F,F
BSME,MEC 347,44,14,C+,A,B-,C
BSEEE,EEN 315,30,15,C,B+,B-,B
BSEEE,EEN 275,43,6,B+,A,A,A
BSME,CSC 184,,,,,,
BSME,MEC 238,16,0,,A,A,
BSME,ECO 101,33,2,D+,B-,C+,D
BATHM,THM 233,24,5,B-,B+,B+,B+
BSME,ART 202,16,0,B+,B+,B+,B+
BATHM,PHI 114,45,4,B+,C,B,B
BATHM,THM 234,18,5,,,F,B
BSME,ART 202,16,0,A,A,A,B+
BSEEE,EEN 275,43,4,A,A,A,A
BSME,MEC 263,41,0,A,B+,A,B
BCSE,BUS 201,31,4,B-,B,B,C+
BSEEE,EEN 316,,,,,,
BSME,ART 202,16,1,B+,B+,B+,B
BSME,MEC 264,,,,,,
BSEEE,MAT 247,37,21,C+,A,C-,B
BSME,MEC 264,,,,,,
BSEEE,EEN 374,22,2,,B+,A,
BSME,MEC 402,,,,,,
BSME,MEC 264,,,,,,
BSME,MEC 264,,,,,,
BSME,MEC 314,,,,,,
BCSE,CSC 465,34,4,C+,B,B-,C+
BSME,CSC 184,,,,,,
BATHM,ACC 101,36,7,C-,F,C-,D
BSME,ART 202,13,3,B-,B-,B-,B-
BSME,MEC 392,16,0,,B-,B+,
BSAg,AGR 205,46,6,C+,C-,B-,B-
BATHM,MAT 147,32,22,F,F,F,F
BSEEE,EEN 275,43,5,B+,A,B+,A
BSME,MEC 314,14,5,,B-,B-,
BBA,HRM 401,31,2,B,B+,B+,B
BSME,MEC 437,31,3,C,B,C+,B-
BATHM,ART 203,20,0,A,A,A,A
BSEEE,EEN 275,43,9,B+,B+,B+,A
BSCE,CEN 401,48,0,B+,A,B-,B-
BSAg,AGR 205,46,7,B+,B+,B,C
BBA,PHI 114,40,10,A,C,B+,B-
BSCE,CEN 213,38,31,F,B+,F,B
BBA,CSC 105,32,2,A,B+,A,A
BSAg,AGR 205,46,7,C,B,B-,C
BSAg,AGR 205,46,13,B-,B+,B,C+
BSCE,CHM 117,33,10,D+,C,C-,B-
BSCE,MAT 167,52,10,C+,C-,C-,F
BCSE,CSC 307,47,3,D+,C+,B-,B
BSAg,AGR 205,46,3,D+,B-,C-,C-
BCSE,CSC 455,35,4,C+,D,C,D
BCSE,CSC 383,37,9,B+,D+,B,B-
BCSE,CSC 384,,,B+,,,A
BCSE,PSY 105,42,2,A,B-,B,B-
BSAg,AGR 205,46,8,C+,C+,B-,C
BBA,CSC 103,36,36,F,F,F,F
BBA,CSC 104,,,,,,
BSAg,AGR 205,46,6,C,B+,B,C
BSEEE,EEN 275,43,1,B+,A,A,B+
